City,State,Total_Population,Median_Income,Unemployment_Rate,Median_Age,Type,Total no. of census tracts,Total no. of disadvantaged tracts,Percentage of disadvantaged population
Bridgeport city,Washington,2574,46913,7.36,25.7,City,2,0,0
Brier city,Washington,6899,124651,3.69,46.3,City,3,0,0
Buckley city,Washington,4960,98780,2.12,40.4,City,1,0,0
Burien city,Washington,51588,71233,5.67,38.1,City,15,5,40
Burlington city,Washington,9085,55451,5.69,36.5,City,3,1,28.15
Camas city,Washington,24043,115993,3.3,41.9,City,10,0,0
Carnation city,Washington,2165,112647,4.04,40.9,City,1,0,0
Cashmere city,Washington,3148,54554,2.27,43.2,City,3,0,0
Castle Rock city,Washington,2917,50700,5.96,30.6,City,2,0,0
Centralia city,Washington,17473,40625,7.72,38.2,City,7,3,44.56
Chehalis city,Washington,7607,45195,9.37,34.8,City,5,2,35.34
Chelan city,Washington,4174,58794,6.77,44.3,City,5,1,100
Cheney city,Washington,12455,43567,11.79,23.2,City,4,0,0
Chewelah city,Washington,2645,45795,5.51,52.6,City,2,2,100
Clarkston city,Washington,7435,38927,8.26,34.8,City,7,3,42.94
Cle Elum city,Washington,2662,46989,4.63,38.6,City,5,0,0
Clyde Hill city,Washington,3360,250001,3.83,45.7,City,2,0,0
Colfax city,Washington,2879,51815,3.07,49.9,City,2,0,0
College Place city,Washington,9311,49406,6.13,35.2,City,5,1,44.77
Colville city,Washington,4786,38641,4.2,45.9,City,4,1,21.19
Connell city,Washington,5518,71831,5.35,38.9,City,1,0,0
Cosmopolis city,Washington,1968,60517,8.57,39.9,City,2,1,57.63
Covington city,Washington,21131,106737,2.81,38.7,City,10,0,0
Davenport city,Washington,1852,55491,2.29,37.4,City,2,0,0
Dayton city,Washington,2620,58433,1.36,49.5,City,1,0,0
Deer Park city,Washington,4209,51864,9,36.3,City,2,1,44.66
Des Moines city,Washington,31983,70268,7.1,39,City,9,2,35.39
DuPont city,Washington,9514,93405,4.81,33.4,City,3,0,0
Duvall city,Washington,7979,162622,1.93,37.3,City,2,0,0
East Wenatchee city,Washington,14012,61608,4.7,33.7,City,5,1,17.95
Edgewood city,Washington,12010,103193,2.55,44.3,City,5,0,0
Edmonds city,Washington,42347,91499,3.75,45,City,14,0,0
Electric city,Washington,944,57727,8.03,61.2,City,1,1,100
Ellensburg city,Washington,20679,43567,8.09,24.4,City,6,1,13.66
Elma city,Washington,3299,67500,7.21,38,City,2,0,0
Entiat city,Washington,975,58375,3.15,42.7,City,1,0,0
Enumclaw city,Washington,12062,78750,6.32,39.3,City,5,0,0
Ephrata city,Washington,8081,71269,7.52,34.2,City,4,1,44.06
Everett city,Washington,110840,66023,4.94,35.9,City,36,6,24.38
Everson city,Washington,2773,59650,6.95,30.5,City,3,0,0
Federal Way city,Washington,96812,68672,4.87,36.2,City,27,4,22.27
Ferndale city,Washington,14591,62852,5.86,33.1,City,8,0,0
Fife city,Washington,10345,75151,3.8,31.6,City,8,2,34.14
Fircrest city,Washington,6844,82578,8.14,42.2,City,3,0,0
Forks city,Washington,3864,35786,7.78,33.7,City,2,1,100
George city,Washington,823,43523,4.29,26.4,City,1,1,100
Gig Harbor city,Washington,10280,84861,1.29,44.9,City,7,0,0
Gold Bar city,Washington,1995,81667,8.66,45.5,City,1,0,0
Goldendale city,Washington,3612,48462,12.1,41.5,City,2,0,0
Grand Coulee city,Washington,1257,38594,6.97,47.9,City,1,1,100
Grandview city,Washington,11075,50444,6.92,27.6,City,5,2,77.81
Granger city,Washington,3806,54107,19.47,21.8,City,2,0,0
Granite Falls city,Washington,3961,74402,2.29,33,City,3,0,0
Harrington city,Washington,381,31780,2.13,50.4,City,1,1,100
Hoquiam city,Washington,8570,44191,7.76,43.1,City,4,4,100
Ilwaco city,Washington,1431,50402,0.95,47.6,City,3,0,0
Issaquah city,Washington,38707,122053,3.38,37.2,City,10,0,0
Kahlotus city,Washington,144,53750,20,46.5,City,1,0,0
Kalama city,Washington,2708,90298,1.52,52.1,City,2,0,0
Kelso city,Washington,12237,48005,8.17,37.3,City,8,4,62.3
Kenmore city,Washington,22969,115093,3.22,40,City,8,0,0
Kennewick city,Washington,82633,62283,5.5,35.1,City,17,5,39.97
Kent city,Washington,130038,73891,6.77,34.6,City,43,7,24.74
Kettle Falls city,Washington,1594,38966,6.48,44.9,City,2,0,0
Kirkland city,Washington,91146,116595,4.48,37.4,City,26,0,0
Kittitas city,Washington,1342,52917,2.11,30.6,City,1,0,0
La Center city,Washington,3338,98633,3.41,38.8,City,4,0,0
Lacey city,Washington,50827,69752,5.24,36.8,City,17,1,10.55
Lake Forest Park city,Washington,13455,138043,4.07,44,City,5,0,0
Lake Stevens city,Washington,33470,93087,4.87,33.9,City,10,0,0
Lakewood city,Washington,60564,55723,5.45,35.6,City,18,11,60.47
Langley city,Washington,1201,62381,5.15,66.6,City,2,0,0
Leavenworth city,Washington,2489,58523,1.57,40.4,City,1,0,0
Liberty Lake city,Washington,10381,96051,7.12,34.8,City,5,0,0
Long Beach city,Washington,1576,43036,1.22,48.2,City,2,1,100
Longview city,Washington,37914,48028,6,39.4,City,17,5,55.12
Lynden city,Washington,14700,70308,4.38,36.9,City,4,0,0
Lynnwood city,Washington,38538,62926,3.95,40.2,City,14,0,0
Mabton city,Washington,2192,43971,8.7,24.1,City,2,1,51.66
Maple Valley city,Washington,26739,117706,5.72,35.4,City,8,0,0
Marysville city,Washington,69629,83239,4.49,37.6,City,19,2,14.12
Mattawa city,Washington,5040,48614,9.98,24.3,City,1,0,0
McCleary city,Washington,2057,49515,5.48,35.8,City,1,0,0
Medical Lake city,Washington,4950,62577,4.47,32.5,City,2,0,0
Medina city,Washington,3283,185163,1.61,46.7,City,2,0,0
Mercer Island city,Washington,25820,150506,2.23,45.9,City,6,0,0
Mesa city,Washington,713,60000,19.1,18.3,City,2,0,0
Mill Creek city,Washington,20750,104951,3.46,38,City,16,0,0
Millwood city,Washington,1742,53875,3.69,39.7,City,1,0,0
Milton city,Washington,8211,77064,4.95,37.8,City,6,1,16.84
Monroe city,Washington,19403,88683,3.92,33.9,City,8,0,0
Montesano city,Washington,4002,50933,2.89,43.8,City,2,0,0
Morton city,Washington,1111,41909,16.3,45.8,City,1,1,100
Moses Lake city,Washington,23442,60136,5.24,32.4,City,12,2,51.05
Mossyrock city,Washington,666,34267,0,34.2,City,1,0,0
Mount Vernon city,Washington,35502,63194,5.83,34.7,City,11,3,55.41
Mountlake Terrace city,Washington,21328,80738,3.04,37.3,City,9,0,0
Moxee city,Washington,4111,83649,0.53,33,City,2,1,32.01
Mukilteo city,Washington,21414,102903,3.62,44.1,City,6,1,19.15
Napavine city,Washington,1571,61713,8.06,31.6,City,2,1,66.37
Newcastle city,Washington,12078,155933,2.66,39.8,City,7,0,0
Newport city,Washington,2010,40511,3.83,44.3,City,2,1,55.4
Nooksack city,Washington,1594,67813,1.4,29.2,City,2,0,0
Normandy Park city,Washington,6643,102212,3.74,50.6,City,4,0,0
North Bend city,Washington,7161,119392,4.02,39,City,4,0,0
North Bonneville city,Washington,995,73508,5.3,43.4,City,1,0,0
Oak Harbor city,Washington,23358,56889,6.85,29.9,City,9,1,18.25
Oakville city,Washington,647,50227,9.94,49.6,City,1,0,0
Ocean Shores city,Washington,6196,47003,2.7,62.4,City,2,0,0
Okanogan city,Washington,2585,52382,0,36.7,City,3,2,100
Olympia city,Washington,52290,63185,6.94,37.7,City,21,4,27.67
Omak city,Washington,4801,38711,3.61,35.7,City,5,3,100
Oroville city,Washington,1842,32406,3.77,35.8,City,2,0,0
Orting city,Washington,8267,85701,5.96,34.4,City,3,0,0
Othello city,Washington,8241,49806,8.25,24.8,City,4,2,100
Pacific city,Washington,7122,65022,2.42,31.6,City,6,1,25.28
Palouse city,Washington,969,75750,0.93,49.3,City,1,0,0
Pasco city,Washington,74266,64756,5.41,29.7,City,20,1,16.48
Pateros city,Washington,718,57404,7.71,28,City,2,2,100
Pomeroy city,Washington,1276,43250,10.41,49.4,City,1,0,0
Port Angeles city,Washington,20071,48567,5.63,41,City,10,3,39.86
Port Orchard city,Washington,14303,71719,4.77,34.3,City,7,0,0
Port Townsend city,Washington,9710,53690,10.17,55.9,City,4,0,0
Poulsbo city,Washington,10869,72813,4.6,44.6,City,5,0,0
Prescott city,Washington,326,52500,6.43,34.2,City,2,1,53.84
Prosser city,Washington,6288,53333,10.07,34.7,City,3,0,0
Pullman city,Washington,33974,32073,10.23,22.4,City,8,0,0
Puyallup city,Washington,41666,76565,6.04,38.3,City,13,1,10.56
Quincy city,Washington,7815,57731,2.53,23.6,City,2,1,72.64
Rainier city,Washington,2603,76016,5.19,38.4,City,1,0,0
Raymond city,Washington,2970,51524,1.21,44.3,City,3,0,0
Redmond city,Washington,67959,132770,3.99,34.5,City,14,0,0
Renton city,Washington,101871,79824,3.46,36.3,City,35,1,7.1
Republic city,Washington,1144,32639,4.2,52.1,City,1,1,100
Richland city,Washington,57353,77981,4.97,36.1,City,16,2,17.12
Ridgefield city,Washington,8751,95344,4.64,34.4,City,5,0,0
Ritzville city,Washington,1823,46500,2.82,42.9,City,1,1,100
Rock Island city,Washington,1240,50875,8.57,32.4,City,1,0,0
Roslyn city,Washington,608,54917,0,48.7,City,2,0,0
Roy city,Washington,814,63409,1.45,38.2,City,2,0,0
Royal city,Washington,2384,40645,7.48,24.6,City,1,0,0
Sammamish city,Washington,65265,181464,2.57,38.9,City,16,0,0
SeaTac city,Washington,29102,66131,5.68,35,City,13,6,49.91
Seattle city,Washington,741251,97185,4.09,35.2,City,181,16,16.33
Sedro-Woolley city,Washington,11919,63840,4.71,34.6,City,5,0,0
Selah city,Washington,7957,58854,3.71,32.4,City,3,0,0
Sequim city,Washington,7441,39509,5.76,53.6,City,6,1,100
Shelton city,Washington,10467,46481,6.87,32.4,City,5,2,44.21
Shoreline city,Washington,56835,91524,3.68,42.3,City,15,0,0
Snohomish city,Washington,10141,70234,5.59,38,City,6,0,0
Snoqualmie city,Washington,13550,159450,2.43,36.3,City,8,0,0
Soap Lake city,Washington,1572,38201,9.91,43.7,City,2,2,100
South Bend city,Washington,1620,43333,4.08,48,City,3,0,0
Spangle city,Washington,231,61400,0.83,40.6,City,1,1,100
Spokane city,Washington,219185,52600,5.91,36.3,City,102,25,35.67
Spokane Valley city,Washington,99275,56351,5.48,38.1,City,28,4,21.47
Sprague city,Washington,511,57500,7.48,44,City,1,1,100
Stanwood city,Washington,7228,71306,1.12,32,City,3,0,0
Stevenson city,Washington,1414,59583,5.18,42.6,City,1,0,0
Sultan city,Washington,5330,73750,4.56,37.7,City,2,0,0
Sumas city,Washington,1405,57930,4.75,31.6,City,1,0,0
Sumner city,Washington,10246,68447,5.08,38.6,City,11,0,0
Sunnyside city,Washington,16703,40766,10.26,26.3,City,7,0,0
Tacoma city,Washington,215766,64457,4.87,36,City,61,21,39.99
Tekoa city,Washington,776,52396,2.88,50.9,City,1,1,100
Tenino city,Washington,1744,49167,4.3,34.3,City,2,0,0
Tieton city,Washington,2053,49085,3.67,22.7,City,1,1,100
Toledo city,Washington,532,56458,0.7,40,City,1,0,0
Tonasket city,Washington,1131,33864,4.98,46.4,City,1,1,100
Toppenish city,Washington,8872,52981,9.19,27.9,City,3,3,100
Tukwila city,Washington,20265,63053,6.48,36,City,12,7,70.36
Tumwater city,Washington,23390,76676,7.84,36.1,City,11,1,15.67
Union Gap city,Washington,6167,51200,7.19,34.7,City,5,3,40.91
University Place city,Washington,33661,77832,4.72,38.4,City,9,0,0
Vader city,Washington,696,44091,7.28,33.4,City,1,0,0
Vancouver city,Washington,182792,63617,5.03,37.1,City,63,11,18.69
Waitsburg city,Washington,1177,63611,6.77,42.3,City,1,0,0
Walla Walla city,Washington,32951,54412,6.18,35.7,City,14,2,23.24
Wapato city,Washington,5018,42981,8.44,27.2,City,3,1,100
Warden city,Washington,2773,39344,7.07,29.3,City,1,1,100
Washougal city,Washington,15927,89608,8.18,37.8,City,7,0,0
Wenatchee city,Washington,34249,56962,3.4,35.3,City,12,0,0
West Richland city,Washington,14842,102974,4.99,35.3,City,7,1,16.08
Westport city,Washington,2200,45357,3.94,49.4,City,1,0,0
White Salmon city,Washington,2601,65781,0,43.6,City,2,0,0
Winlock city,Washington,1740,52104,9.19,34.3,City,1,0,0
Woodinville city,Washington,13038,114967,4.19,38.3,City,7,0,0
Woodland city,Washington,6223,70287,5.84,33.8,City,3,0,0
Woodway city,Washington,1077,196442,1.45,50.1,City,3,0,0
Yakima city,Washington,93829,48220,6.22,33.6,City,29,10,49.83
Yelm city,Washington,9262,77297,4.71,29.6,City,4,0,0
Zillah city,Washington,3137,63750,2.04,33.8,City,1,0,0
Beckley city,West Virginia,16240,42972,4.49,41.7,City,9,9,100
Belmont city,West Virginia,965,50083,5.59,42.9,City,1,0,0
Benwood city,West Virginia,1381,35685,6.18,48.1,City,3,2,40.54
Bluefield city,West Virginia,9776,35650,10.15,44,City,6,6,100
Bridgeport city,West Virginia,8675,84295,3.11,45.2,City,5,0,0
Buckhannon city,West Virginia,5473,42287,7.37,38.4,City,4,3,78.1
Cameron city,West Virginia,363,24167,14.4,48.4,City,1,0,0
Ceredo city,West Virginia,1220,36731,5.49,45.8,City,5,4,63.56
Charles Town city,West Virginia,5985,77552,9.04,39,City,7,2,20.51
Charleston city,West Virginia,47273,49769,5.46,42.1,City,26,12,40.48
Chester city,West Virginia,2172,47993,8.68,56.4,City,1,1,100
Clarksburg city,West Virginia,15743,41226,6.2,38.8,City,13,5,67.46
Dunbar city,West Virginia,7166,39688,3.9,44.7,City,6,2,27.27
Elkins city,West Virginia,7017,38910,7.96,33.5,City,4,2,59.43
Fairmont city,West Virginia,18443,45540,6.71,34.2,City,11,5,49.91
Follansbee city,West Virginia,2733,41870,3.92,49.9,City,2,1,42.16
Gary city,West Virginia,650,32663,9,55.8,City,4,4,100
Glen Dale city,West Virginia,1531,64779,3.62,47.1,City,2,0,0
Grafton city,West Virginia,5035,34555,15.46,42.5,City,3,3,100
Hinton city,West Virginia,2711,35042,14,38.1,City,4,4,100
Huntington city,West Virginia,46139,33012,7.4,35.6,City,26,17,59.57
Hurricane city,West Virginia,6225,62308,3.01,38.4,City,7,0,0
Kenova city,West Virginia,3011,29921,1.16,53.2,City,2,1,41.42
Keyser city,West Virginia,4956,44679,6.94,42,City,2,0,0
Kingwood city,West Virginia,3067,54190,10.63,44.6,City,2,2,100
Lewisburg city,West Virginia,3857,31851,1.95,48.6,City,2,1,100
Logan city,West Virginia,2107,40980,7.89,41,City,3,3,100
Madison city,West Virginia,2728,40938,10.17,47.9,City,3,3,100
Mannington city,West Virginia,1608,54605,7.53,49.5,City,3,2,100
Marmet city,West Virginia,1577,41875,8.52,48.9,City,2,1,100
Martinsburg city,West Virginia,17517,44363,14.08,38.5,City,8,3,100
McMechen city,West Virginia,1861,36915,5.69,33,City,2,1,29.85
Montgomery city,West Virginia,1625,27045,3.9,36.7,City,3,3,100
Morgantown city,West Virginia,30953,42474,10.86,24.2,City,22,1,7.58
Moundsville city,West Virginia,8356,33399,5.1,48.6,City,4,2,57.11
Mount Hope city,West Virginia,1060,29444,10.02,44.9,City,3,3,100
Mullens city,West Virginia,1797,50688,2.87,43.2,City,1,1,100
New Cumberland city,West Virginia,1089,30078,8.24,51.8,City,1,0,0
New Martinsville city,West Virginia,5123,45303,9.26,44.9,City,3,3,100
Nitro city,West Virginia,6498,43564,6.02,43.1,City,7,1,25.86
Oak Hill city,West Virginia,8249,43083,9.1,40.8,City,6,5,100
Paden city,West Virginia,2841,50739,7.1,41.4,City,2,1,54.16
Parkersburg city,West Virginia,29732,37933,7.19,41.8,City,18,13,80.34
Parsons city,West Virginia,1524,42109,7.2,41.5,City,1,1,100
Pennsboro city,West Virginia,1473,41673,12.27,32.8,City,1,1,100
Petersburg city,West Virginia,2612,40387,5.43,44.5,City,1,1,100
Philippi city,West Virginia,3310,36371,8.08,42.9,City,3,3,100
Pleasant Valley city,West Virginia,3165,53994,2.6,43.4,City,6,2,49.87
Point Pleasant city,West Virginia,4112,42927,5.3,36.6,City,2,1,100
Princeton city,West Virginia,5740,41925,8.77,44.5,City,6,6,100
Ravenswood city,West Virginia,3675,37012,7.96,41.3,City,1,1,100
Richwood city,West Virginia,2381,27327,20.31,42.9,City,2,2,100
Ripley city,West Virginia,3177,34107,0,43.5,City,2,1,61.53
Romney city,West Virginia,1826,32880,17.47,45.3,City,3,0,0
Ronceverte city,West Virginia,1626,43482,1.53,38,City,2,0,0
Salem city,West Virginia,1862,40114,6.26,30,City,1,0,0
Shinnston city,West Virginia,2288,59215,4.69,38.5,City,2,0,0
Sistersville city,West Virginia,1334,40125,10.43,49,City,1,0,0
Smithers city,West Virginia,1010,40135,8.97,59.7,City,3,3,100
South Charleston city,West Virginia,12461,51021,6.43,44.2,City,8,1,21.34
Spencer city,West Virginia,2096,21139,20.71,42.8,City,1,1,100
St. Albans city,West Virginia,10078,50969,6.37,46.2,City,6,5,87.27
St. Marys city,West Virginia,2050,49836,10.2,43.3,City,2,0,0
Stonewood city,West Virginia,2117,45236,8.56,44,City,2,1,62.74
Summersville city,West Virginia,3316,43287,3.67,52.6,City,4,1,48.33
Thomas city,West Virginia,517,51429,9.43,58.8,City,2,1,39.99
Vienna city,West Virginia,10261,55181,6.73,44.5,City,6,1,25.24
War city,West Virginia,652,16563,9.23,42.5,City,3,2,100
Weirton city,West Virginia,18458,50822,8.4,44.9,City,6,1,21.9
Welch city,West Virginia,2857,25227,9.5,43.9,City,3,3,100
Wellsburg city,West Virginia,2090,43152,4.29,49.5,City,3,0,0
Weston city,West Virginia,3882,36728,9.18,41,City,5,5,100
Westover city,West Virginia,4475,51304,5.54,40.2,City,4,1,27.33
Wheeling city,West Virginia,27046,41911,6.51,43.9,City,18,8,26.6
White Sulphur Springs city,West Virginia,3051,32125,8.52,40.1,City,3,0,0
Williamson city,West Virginia,2735,25707,20.46,34.5,City,1,1,100
Williamstown city,West Virginia,2901,71442,2.27,49.5,City,2,0,0
Abbotsford city,Wisconsin,1940,46014,3.94,36.7,City,2,1,58.23
Adams city,Wisconsin,2159,34000,13.54,38.8,City,1,1,100
Algoma city,Wisconsin,3044,60758,3.72,47.3,City,2,0,0
Alma city,Wisconsin,658,50625,3.25,51.2,City,3,0,0
Altoona city,Wisconsin,7769,63556,5.41,37.7,City,3,0,0
Amery city,Wisconsin,2819,61688,2.33,40.4,City,1,0,0
Antigo city,Wisconsin,7779,42933,7.17,46.7,City,4,1,31.49
Appleton city,Wisconsin,73891,61475,4.06,36.5,City,32,4,13.7
Arcadia city,Wisconsin,3023,55089,3.35,27.4,City,1,1,100
Ashland city,Wisconsin,7841,40199,5.69,38.8,City,5,2,51.86
Augusta city,Wisconsin,1317,41146,4.95,42.8,City,1,1,100
Baraboo city,Wisconsin,12133,52925,5.13,39.7,City,6,0,0
Barron city,Wisconsin,3306,40256,1.74,33.4,City,3,0,0
Bayfield city,Wisconsin,466,54000,3.39,65,City,1,1,100
Beaver Dam city,Wisconsin,16322,55551,3.44,40,City,6,1,17.13
Beloit city,Wisconsin,36804,46989,7.69,34.6,City,13,5,40.18
Berlin city,Wisconsin,5410,52090,3.87,37.9,City,3,0,0
Black River Falls city,Wisconsin,3473,39155,1.88,48.5,City,3,0,0
Blair city,Wisconsin,1188,55795,4.1,44,City,2,0,0
Bloomer city,Wisconsin,3495,42346,1.53,34.9,City,1,0,0
Boscobel city,Wisconsin,3128,42750,1.26,44,City,1,0,0
Brillion city,Wisconsin,3108,70804,4.42,35.1,City,1,0,0
Brodhead city,Wisconsin,3211,43790,6.91,41.7,City,2,0,0
Brookfield city,Wisconsin,38626,107380,3.41,44.3,City,13,0,0
Buffalo city,Wisconsin,822,59875,0.9,54.3,City,1,0,0
Burlington city,Wisconsin,10911,65970,2.69,39,City,6,0,0
Cedarburg city,Wisconsin,11592,79868,1.67,44.9,City,6,0,0
Chetek city,Wisconsin,2235,51875,1.95,46.3,City,3,0,0
Chilton city,Wisconsin,3829,56004,0,42.1,City,2,0,0
Chippewa Falls city,Wisconsin,14197,54917,4.19,36.4,City,5,1,17.81
Clintonville city,Wisconsin,4351,47126,2.38,38.8,City,2,0,0
Colby city,Wisconsin,2539,47750,2.78,38.5,City,2,1,58.23
Columbus city,Wisconsin,5076,65029,1.31,36.1,City,3,0,0
Cornell city,Wisconsin,1597,45700,2.24,38.8,City,2,0,0
Crandon city,Wisconsin,1735,44853,2.14,36.6,City,2,1,51.11
Cuba city,Wisconsin,2197,61576,1.24,39.5,City,3,0,0
Cudahy city,Wisconsin,18211,63280,2.98,44,City,5,1,16.81
Cumberland city,Wisconsin,2451,37870,5.48,39.2,City,2,0,0
Darlington city,Wisconsin,2333,53569,1.15,40.2,City,2,0,0
De Pere city,Wisconsin,25009,73972,2.23,34.4,City,7,0,0
Delafield city,Wisconsin,7541,90040,2.67,50.2,City,7,0,0
Delavan city,Wisconsin,8296,58424,4.75,37.7,City,6,1,32.78
Dodgeville city,Wisconsin,4711,65040,3.4,38.1,City,2,0,0
Durand city,Wisconsin,1753,50260,2.39,51.1,City,1,0,0
Eagle River city,Wisconsin,1536,33783,7.96,33.4,City,3,0,0
Eau Claire city,Wisconsin,68720,59705,4.21,32.2,City,22,3,14.21
Edgerton city,Wisconsin,5594,65183,5.35,37.3,City,3,0,0
Elkhorn city,Wisconsin,10034,63135,2.5,38.2,City,6,0,0
Elroy city,Wisconsin,1387,50385,1.43,40.5,City,2,0,0
Evansville city,Wisconsin,5374,70216,2.65,35.7,City,2,0,0
Fennimore city,Wisconsin,2495,59653,2.73,34.9,City,1,0,0
Fitchburg city,Wisconsin,30032,76240,2.06,34.4,City,12,2,20.9
Fond du Lac city,Wisconsin,42944,54587,4.74,37.4,City,14,3,30.05
Fort Atkinson city,Wisconsin,12455,63535,1.77,41.6,City,5,1,19.41
Fountain city,Wisconsin,809,54706,0.2,39.9,City,1,0,0
Fox Lake city,Wisconsin,1844,57961,3.86,37.8,City,2,0,0
Franklin city,Wisconsin,36013,81321,4.26,43.4,City,6,0,0
Galesville city,Wisconsin,1628,56087,1.65,38.2,City,2,0,0
Gillett city,Wisconsin,1258,38000,3.29,38.5,City,1,0,0
Glendale city,Wisconsin,12890,76940,1.68,49.4,City,3,0,0
Glenwood city,Wisconsin,1112,57500,3.5,41.4,City,1,0,0
Green Bay city,Wisconsin,104508,52214,3.73,35.1,City,29,13,39.47
Green Lake city,Wisconsin,873,43036,2.2,47.1,City,1,0,0
Greenfield city,Wisconsin,37117,61988,3.86,44.1,City,10,0,0
Greenwood city,Wisconsin,955,45625,2.56,48.6,City,1,1,100
Hartford city,Wisconsin,15228,61915,3.36,37.9,City,6,0,0
Hayward city,Wisconsin,2466,34963,3.25,35.3,City,1,0,0
Hillsboro city,Wisconsin,1357,44375,3.86,40.1,City,1,1,100
Horicon city,Wisconsin,3630,41893,3.91,37,City,4,0,0
Hudson city,Wisconsin,13912,74207,1.74,39,City,5,0,0
Hurley city,Wisconsin,1395,33361,6.99,52,City,1,1,100
Independence city,Wisconsin,1342,43967,5.23,40.4,City,2,0,0
Janesville city,Wisconsin,64415,55914,4.57,38.8,City,18,5,21.79
Jefferson city,Wisconsin,8011,62629,4.49,43.6,City,5,0,0
Juneau city,Wisconsin,2663,65450,5.38,46.3,City,1,0,0
Kaukauna city,Wisconsin,16165,66010,1.54,39.3,City,7,1,9.26
Kenosha city,Wisconsin,99767,56113,6.8,36.5,City,34,11,43.36
Kewaunee city,Wisconsin,2849,55125,1.81,48.3,City,3,0,0
Kiel city,Wisconsin,3610,60918,2.7,37.4,City,3,0,0
La Crosse city,Wisconsin,51543,46438,3.95,29.2,City,20,2,7.94
Ladysmith city,Wisconsin,3108,40804,4.97,43.4,City,3,2,64.64
Lake Geneva city,Wisconsin,7872,61028,5.25,44.3,City,6,0,0
Lake Mills city,Wisconsin,5936,69571,0.56,37.8,City,2,0,0
Lancaster city,Wisconsin,3725,58419,1.4,33.8,City,1,0,0
Lodi city,Wisconsin,3073,76250,1.82,42.4,City,2,0,0
Loyal city,Wisconsin,1250,55439,2.71,41.4,City,1,1,100
Madison city,Wisconsin,258366,67565,2.82,31.2,City,82,6,10.8
